,0,1,2,3,4,5,6,7,8
7430,I,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,
7431,F,0.435,,0.105,0.4195,0.194,0.1005,0.13,7.0
7432,I,0.3,0.23,0.075,,0.0605,0.042,0.045,5.0
7433,F,0.575,0.48,,0.8745,0.375,0.193,0.29,12.0
7434,M,0.505,0.385,0.11,,,0.15,0.185,9.0
7435,M,0.455,0.375,,0.484,0.2155,0.102,0.165,7.0
7436,,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18.0
7437,F,0.56,,0.125,,0.3345,0.2145,0.29,13.0
7438,F,0.645,0.52,0.19,1.3105,,0.288,,12.0
7439,F,0.595,0.485,0.145,1.2515,0.5035,0.2925,,14.0
7440,,0.565,0.45,0.115,0.9085,0.398,0.197,,17.0
7441,F,0.655,0.5,0.14,1.1705,,,0.285,12.0
7442,M,,0.38,0.135,0.528,0.2,0.1395,0.16,14.0
7443,F,,,0.135,0.6625,0.3005,0.1635,,11.0
7444,F,0.4,0.335,0.115,,0.2105,0.1205,0.12,
7445,,0.41,0.31,0.125,0.3595,,0.0885,0.115,
7446,F,,,,,0.402,0.2415,0.31,12.0
7447,F,0.625,,,0.8595,0.3195,,0.24,13.0
7448,M,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,17.0
7449,M,0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,11.0
7450,F,0.475,,0.14,0.501,0.192,0.1175,,13.0
7451,F,0.5,0.405,,0.6735,0.265,0.124,0.25,18.0
7452,M,0.46,0.355,0.11,0.415,0.215,0.082,0.13,12.0
7453,,0.485,0.385,,0.4775,0.2,0.0785,,12.0
7454,F,0.465,0.39,0.14,0.5555,0.213,,0.215,15.0
7455,,0.525,,0.16,0.6445,,0.1575,0.22,12.0
7456,,0.655,,0.19,1.428,0.493,0.318,,18.0
7457,M,0.69,0.54,0.185,1.6195,,0.353,0.555,24.0
7458,M,0.55,,,0.81,,,0.22,11.0
7459,F,0.58,,0.165,1.0385,0.414,0.26,,13.0
7460,F,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,
7461,M,0.565,,0.155,0.868,0.348,0.217,0.26,
7462,F,0.665,0.57,,,0.6965,0.3025,0.405,13.0
7463,,,0.51,0.175,1.1255,0.4985,0.227,0.315,14.0
7464,M,0.55,0.46,0.13,,0.305,0.1455,0.205,12.0
7465,,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27,15.0
7466,M,0.535,,0.16,0.72,0.275,0.164,0.225,15.0
7467,F,0.51,0.395,0.12,,0.262,0.122,0.193,12.0
7468,M,0.53,0.405,,,,0.17,0.193,9.0
7469,,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,11.0
7470,M,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13.0
7471,F,0.63,,0.16,1.22,0.4905,0.3,,14.0
7472,M,0.59,0.45,0.12,0.7485,0.3345,,0.22,14.0
7473,,0.605,0.485,0.165,,0.437,0.205,0.33,14.0
7474,,0.645,,0.19,1.229,0.524,0.278,0.395,17.0
7475,F,0.62,0.5,0.175,1.146,0.477,0.23,0.39,
7476,M,0.605,,0.175,1.145,0.4325,,0.405,
7477,,0.615,0.5,0.205,1.1055,,0.227,0.39,16.0
7478,,0.66,0.525,0.19,1.67,0.6525,0.4875,,11.0
7479,,0.71,,0.175,1.555,0.6465,0.3705,0.52,15.0
7480,F,0.565,,0.185,0.9285,0.302,0.1805,,12.0
7481,F,,0.435,0.14,0.8085,0.3235,0.183,,
7482,,0.6,0.445,,1.057,0.383,0.216,0.355,16.0
7483,I,0.41,0.3,0.115,0.2595,0.097,,0.08,10.0
7484,F,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,
7485,M,0.275,0.2,,0.099,,0.024,0.03,5.0
7486,I,0.485,,,0.5085,0.21,0.122,0.135,9.0
7487,F,0.62,0.485,0.165,1.166,0.483,,0.355,13.0
7488,F,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12.0
7489,F,0.505,,0.15,,0.243,0.1335,0.215,17.0
7490,M,0.4,0.31,,,0.138,0.057,0.1,
7491,I,,0.355,,,0.184,0.108,0.1125,11.0
7492,M,0.35,0.26,0.09,,0.0745,0.041,0.0655,9.0
7493,M,0.44,0.35,,0.451,0.171,0.0705,,16.0
7494,M,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,7.0
7495,M,0.165,0.125,0.04,,0.0095,0.0045,0.008,
7496,F,0.705,,0.2,1.4685,0.4715,0.3235,0.52,19.0
7497,F,0.535,0.425,,0.7765,0.302,0.1565,0.25,16.0
7498,I,0.49,0.385,0.14,,0.198,0.127,0.175,11.0
7499,F,0.48,,0.13,0.5885,,0.1505,0.1595,15.0
7500,,0.395,0.3,0.105,0.3375,,0.0755,0.098,12.0
7501,I,0.375,0.28,0.1,,0.1165,0.0585,0.0725,12.0
7502,M,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,
7503,I,0.55,0.415,0.135,0.8095,,0.2015,0.28,12.0
7504,I,0.635,0.48,,1.3655,0.6255,0.2595,0.425,16.0
7505,I,0.575,0.475,0.17,0.967,0.3775,,0.275,13.0
7506,F,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,
7507,,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,
7508,F,0.51,0.34,0.18,0.7005,0.312,0.165,,
7509,I,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,13.0
7510,I,,0.36,0.125,0.45,0.191,0.0865,0.145,12.0
7511,I,0.39,,0.105,0.259,0.0955,0.038,,8.0
7512,F,0.425,0.325,0.135,0.382,,,0.14,12.0
7513,F,0.45,0.35,0.125,0.4435,0.185,,0.145,11.0
7514,,,0.525,0.18,1.6935,0.6025,0.4005,0.42,
7515,F,0.685,,0.175,,,0.309,,16.0
7516,F,0.585,0.475,0.185,0.8575,0.3465,,0.275,12.0
7517,,0.54,,0.145,0.97,,0.22,0.264,17.0
7518,,0.49,0.39,0.135,,0.215,0.125,0.1845,12.0
7519,M,0.43,,0.095,,0.1315,0.085,,14.0
7520,F,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13.0
7521,I,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13.0
7522,F,0.48,0.38,0.145,0.59,,0.141,0.23,12.0
7523,I,0.47,0.4,,0.51,0.1615,,0.198,
7524,M,0.415,0.32,0.1,0.3005,,0.0575,0.104,11.0
7525,I,0.49,0.385,0.115,,0.3265,0.1615,0.165,
7526,I,,0.375,0.105,0.468,0.1665,0.108,0.17,
7527,I,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11.0
7528,,,0.38,0.13,0.584,0.224,,0.185,13.0
7529,,0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15.0
7530,I,0.475,0.365,0.14,0.4545,0.171,,0.158,8.0
7531,F,0.455,0.36,,,,,,10.0
7532,,0.435,0.34,,0.407,0.1685,,0.13,
7533,I,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6.0
7534,,0.375,0.285,0.1,0.239,,,0.07,8.0
7535,,0.285,0.215,,0.106,0.0415,,0.035,5.0
7536,I,0.58,0.445,,1.178,0.3935,0.2165,,20.0
7537,F,,0.44,0.175,1.073,0.4005,,0.335,19.0
7538,M,0.41,0.315,0.095,0.306,,,0.09,9.0
7539,M,0.41,0.3,0.1,0.301,0.124,,0.09,9.0
7540,I,0.54,0.405,0.15,,0.307,0.2075,0.19,10.0
7541,M,,0.245,0.085,0.171,0.0655,0.0365,0.055,
7542,I,,0.31,0.115,0.3625,,0.082,,11.0
7543,,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5.0
7544,I,0.59,0.465,0.195,1.0885,0.3685,,0.375,
7545,I,,,,1.097,0.4215,0.264,0.335,13.0
7546,I,0.61,0.46,0.17,1.278,0.41,0.257,0.37,17.0
7547,M,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,12.0
7548,M,0.33,0.235,0.09,0.163,0.0615,,0.055,10.0
7549,,0.44,,0.135,0.522,0.17,0.0905,0.195,16.0
7550,M,,,0.155,,,,0.29,
7551,F,0.475,0.375,0.125,,0.237,0.1715,,
7552,F,0.46,0.33,0.15,0.5325,,0.1805,0.125,
7553,,0.31,0.235,0.09,0.127,0.048,0.031,0.04,6.0
7554,I,0.255,,0.07,0.0815,0.028,0.016,0.031,5.0
7555,M,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8.0
7556,I,,0.21,0.08,,0.038,0.026,0.031,8.0
7557,I,0.19,0.13,0.045,0.0265,0.009,0.005,,
7558,M,0.545,,,0.9955,0.3245,0.2665,0.325,
7559,M,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,
7560,M,,0.375,,,0.3055,0.1725,0.22,14.0
7561,F,0.305,,0.07,0.1485,,,0.045,7.0
7562,F,0.475,,0.115,0.487,,0.1455,,13.0
7563,M,0.515,0.4,,0.955,,0.2535,0.26,
7564,M,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18.0
7565,M,0.74,,,1.65,0.734,0.4505,0.335,13.0
7566,,0.565,,0.15,1.1285,0.377,0.3525,,16.0
7567,M,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10.0
7568,M,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13.0
7569,,0.645,,0.185,1.4605,,0.3155,0.41,19.0
7570,M,,0.435,0.13,1.0105,,0.222,0.32,10.0
7571,,,0.48,,1.0765,0.412,,0.3,13.0
7572,F,0.605,0.45,0.165,1.2225,0.357,,0.385,13.0
7573,,0.605,0.475,0.16,1.616,0.5495,0.332,,18.0
7574,,0.475,0.375,,0.559,0.1955,0.1215,0.1945,12.0
7575,M,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9.0
7576,F,0.46,0.35,0.115,,0.19,0.1025,0.13,
7577,M,,0.43,0.135,,0.28,0.2165,0.25,10.0
7578,,0.48,0.395,,0.6815,,0.1405,0.2495,18.0
7579,M,0.455,,0.15,,0.1685,0.125,0.215,13.0
7580,,,0.265,0.11,0.209,,0.059,0.075,9.0
7581,,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,
7582,,0.34,0.25,0.075,0.1765,0.0785,0.0405,,7.0
7583,I,0.35,0.28,0.075,0.196,,0.04,,8.0
7584,I,0.35,,0.08,0.192,0.081,0.0465,0.053,6.0
7585,,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7.0
7586,I,,0.31,,0.313,0.131,0.072,0.093,7.0
7587,,0.415,0.31,0.105,,0.167,0.083,0.0915,6.0
7588,I,,0.32,0.1,0.3855,0.192,0.0745,0.1,
7589,I,,0.355,0.115,0.5785,0.25,0.106,0.184,8.0
7590,M,0.49,0.395,0.12,,0.3325,0.1235,0.185,9.0
7591,,0.49,,0.105,0.5265,0.249,0.1005,0.148,7.0
7592,F,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9.0
7593,,0.56,,0.14,0.9,,0.182,0.218,7.0
7594,M,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9.0
7595,F,0.58,,0.18,,0.4945,0.27,0.371,8.0
7596,,,0.47,0.135,1.1685,,0.279,0.28,8.0
7597,F,0.595,,,1.148,,0.214,0.37,10.0
7598,,0.6,0.475,,,0.5195,0.223,,
7599,,0.61,0.47,0.155,1.0325,0.497,,0.2785,9.0
7600,F,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11.0
7601,M,,0.51,0.17,1.3715,,0.307,0.409,10.0
7602,F,0.65,0.545,,,0.6565,0.341,0.43,10.0
7603,M,0.71,0.55,0.2,1.9045,,,0.5,
7604,M,0.74,0.605,0.2,2.4925,1.1455,,0.5235,
7605,I,0.25,0.18,,0.0805,0.0345,0.0185,0.0215,4.0
7606,I,,0.21,0.065,,,0.0285,0.03,6.0
7607,I,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6.0
7608,I,,0.265,0.095,0.199,0.073,,0.06,5.0
7609,I,0.36,,0.09,0.219,0.097,,,6.0
7610,I,0.365,0.27,0.105,,0.0915,0.0475,0.063,6.0
7611,I,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6.0
7612,,0.375,0.285,,0.257,0.1045,,0.075,7.0
7613,I,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6.0
7614,,0.395,0.3,,,0.134,0.049,0.075,8.0
7615,I,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6.0
7616,I,0.44,0.35,0.125,0.456,0.21,,0.131,8.0
7617,I,0.465,,0.1,0.5055,,,0.14,7.0
7618,F,0.465,0.355,,0.4705,,0.118,0.126,7.0
7619,M,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,
7620,,0.485,0.37,0.1,,0.219,0.1075,0.13,7.0
7621,F,0.49,0.4,0.115,,,0.1325,0.145,9.0
7622,I,,0.4,0.145,0.578,0.2545,0.1305,0.1645,8.0
7623,I,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,8.0
7624,,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,
7625,M,0.52,0.39,0.12,0.6435,0.2885,,0.161,7.0
7626,M,0.52,0.395,0.125,,0.4035,,0.2,
7627,F,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7.0
7628,M,0.55,0.44,,0.9155,0.3645,,,
7629,,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,
7630,,,,0.11,0.931,,0.171,0.225,8.0
7631,F,0.575,,0.165,1.065,0.4985,0.2145,0.2815,8.0
7632,M,0.6,0.475,0.155,1.1385,0.502,0.2295,,9.0
7633,F,0.61,0.48,0.16,1.234,0.598,0.238,0.315,12.0
7634,F,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,10.0
7635,F,0.61,0.47,0.16,1.0745,0.4925,0.236,,8.0
7636,,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8.0
7637,M,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9.0
7638,F,0.625,0.495,0.16,1.1115,,0.2825,0.345,11.0
7639,F,0.625,0.47,0.17,,0.525,,0.405,10.0
7640,M,,0.485,0.17,1.437,,0.293,0.475,11.0
7641,M,,0.495,0.155,1.3635,,0.2985,0.295,10.0
7642,F,,0.48,,1.1435,0.4915,0.2345,0.353,9.0
7643,,0.64,0.5,,1.4545,0.642,0.3575,0.354,9.0
7644,M,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10.0
7645,F,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11.0
7646,F,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,10.0
7647,M,0.72,0.565,0.2,,0.718,0.385,,11.0
7648,F,0.725,,0.185,,0.8045,0.3595,0.4375,9.0
7649,I,0.165,0.12,0.05,0.021,0.0075,,0.014,3.0
7650,I,0.21,0.15,0.055,,,0.0065,0.013,4.0
7651,I,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6.0
7652,I,0.4,,0.085,,,0.0585,0.0765,
7653,I,0.4,0.29,0.1,0.258,0.104,,0.0815,7.0
7654,I,,0.3,0.11,0.2985,0.1375,0.071,0.075,6.0
7655,I,,0.335,0.11,0.411,,,0.1,
7656,I,0.44,0.33,0.11,0.38,0.197,0.079,0.09,7.0
7657,I,0.45,,0.105,,,0.0925,0.12,8.0
7658,,0.465,0.345,,0.4015,0.242,,0.109,6.0
7659,I,0.47,,0.145,0.4485,0.156,0.102,0.123,7.0
7660,I,0.47,0.355,0.115,0.4155,,0.084,0.139,7.0
7661,I,0.475,0.42,0.16,,0.35,0.1505,0.1845,8.0
7662,I,0.485,0.37,0.115,0.637,,0.1335,0.128,7.0
7663,F,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8.0
7664,I,,,,0.599,,0.1155,0.1485,8.0
7665,I,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,8.0
7666,F,0.53,0.42,0.14,0.627,0.2905,0.1165,,8.0
7667,M,0.535,,0.16,0.7465,0.348,0.1515,0.2185,
7668,,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,
7669,M,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8.0
7670,,0.555,,0.15,,0.4155,0.146,,8.0
7671,F,0.555,0.43,,0.812,,,0.2215,
7672,M,0.56,0.415,0.13,0.7615,0.3695,,,8.0
7673,M,0.575,0.44,0.145,,0.3945,0.2195,0.225,8.0
7674,F,0.585,0.45,0.145,,0.4845,0.242,0.22,9.0
7675,M,0.59,0.46,0.145,0.929,0.38,0.24,,10.0
7676,F,0.595,0.47,0.165,,,0.1905,0.289,9.0
7677,M,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8.0
7678,M,0.6,0.475,0.16,,0.5045,0.2635,0.335,12.0
7679,M,0.61,0.47,0.175,,0.5315,0.2835,0.325,
7680,F,0.615,0.49,0.19,1.1345,,0.257,0.348,11.0
7681,F,0.62,0.51,0.18,,0.592,,0.322,10.0
7682,M,0.625,,,1.0815,0.4715,,0.3135,10.0
7683,,0.625,,0.175,1.179,0.605,0.258,0.271,
7684,F,0.64,0.5,0.165,1.1635,0.554,,0.32,11.0
7685,F,,,,1.1545,0.4865,0.341,0.288,
7686,,0.645,0.52,,1.3345,0.667,0.2665,,10.0
7687,,0.65,,0.18,1.469,0.7115,,0.38,9.0
7688,M,0.655,0.52,0.18,1.492,0.7185,0.36,,11.0
7689,F,0.655,,,1.5585,0.7285,0.402,0.385,11.0
7690,F,0.66,0.5,0.175,,0.556,0.2805,,9.0
7691,,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,
7692,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12.0
7693,F,0.7,0.575,0.2,1.7365,0.7755,,0.461,11.0
7694,F,0.7,0.56,,1.6605,,0.3275,0.398,11.0
7695,M,0.71,,,1.348,0.8985,0.4435,0.4535,11.0
7696,M,,,0.18,,0.871,,0.449,10.0
7697,F,0.72,0.545,,1.7185,0.7925,0.401,0.468,11.0
7698,I,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,
7699,I,,0.185,0.06,,0.0295,0.0005,0.02,4.0
7700,I,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,4.0
7701,I,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6.0
7702,,0.33,0.23,0.085,0.1695,,0.026,0.0505,6.0
7703,I,0.335,,0.085,0.192,,0.03,0.054,6.0
7704,I,0.35,0.26,0.09,,0.072,0.0355,,7.0
7705,I,0.35,,,0.1735,0.0775,0.034,0.056,6.0
7706,I,0.36,0.265,0.075,0.1785,0.0785,,0.054,6.0
7707,I,0.36,,0.09,0.2055,0.096,0.037,,7.0
7708,I,0.365,,0.09,0.2345,0.108,0.051,0.0625,7.0
7709,I,0.38,0.285,,,,0.039,,
7710,,,,0.115,0.314,0.1545,0.0595,0.087,6.0
7711,I,0.4,0.315,0.09,,0.151,0.068,0.08,6.0
7712,,,0.265,0.1,0.2775,0.1245,0.0605,,9.0
7713,I,,,0.11,0.405,0.1695,,,8.0
7714,I,,0.325,,0.309,0.119,0.08,0.098,6.0
7715,M,0.435,0.335,,0.4385,0.2075,0.0715,0.1315,7.0
7716,I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8.0
7717,I,,0.355,0.095,0.3615,,0.0785,,8.0
7718,I,0.45,,0.11,0.514,0.253,0.1045,,
7719,,0.455,,0.11,,0.195,0.09,0.1205,8.0
7720,,0.46,0.34,,0.384,0.1795,0.068,,8.0
7721,I,,0.355,0.125,0.4865,0.2155,0.1105,0.142,9.0
7722,,0.475,0.36,0.135,,0.196,,0.125,8.0
7723,,,0.35,0.115,0.498,0.2375,0.099,,7.0
7724,I,0.48,0.355,0.125,,0.2385,0.0835,0.15,
7725,F,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7.0
7726,I,0.5,0.365,0.125,0.528,0.229,,0.1645,9.0
7727,M,0.505,0.39,0.115,0.5585,,0.119,0.1535,8.0
7728,I,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9.0
7729,I,,0.39,0.105,0.567,0.2875,0.1075,0.16,8.0
7730,I,,0.405,0.13,0.6615,0.2945,0.1395,0.19,9.0
7731,,0.53,,0.13,0.658,,,0.198,8.0
7732,M,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8.0
7733,I,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,
7734,I,,0.41,,0.7025,0.31,0.177,0.2,8.0
7735,I,0.55,,0.155,0.8725,0.412,,0.2425,10.0
7736,F,0.565,0.45,0.175,,0.5305,,0.308,10.0
7737,M,,0.47,,1.186,0.6355,0.2315,0.277,
7738,I,0.57,0.42,,0.7745,0.3535,0.1505,0.2365,9.0
7739,F,0.57,,,0.8875,0.4315,,0.223,8.0
7740,I,0.575,0.455,0.155,0.8725,0.349,0.2095,,8.0
7741,,0.575,0.44,0.125,0.8515,,0.1715,0.1965,9.0
7742,F,0.575,0.475,0.16,0.895,0.3605,0.221,,9.0
7743,M,0.575,0.45,0.155,0.886,0.3605,0.211,,9.0
7744,I,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,
7745,I,0.58,0.46,,0.8295,0.3915,0.165,0.238,10.0
7746,I,0.58,0.47,,0.907,0.444,0.1855,0.2445,11.0
7747,M,0.58,0.47,0.165,,0.54,,0.279,9.0
7748,F,,0.465,,0.9355,0.4035,0.2275,,9.0
7749,F,0.585,0.46,0.165,1.058,,0.25,0.294,9.0
7750,F,0.595,,0.145,0.7955,0.3425,,0.2425,10.0
7751,,0.6,0.47,0.17,,0.4995,,0.3205,9.0
7752,M,,0.47,0.15,0.928,0.4225,0.183,0.275,8.0
7753,F,,0.475,0.155,1.059,0.441,0.19,,11.0
7754,M,,0.475,0.23,1.157,,0.2235,0.36,
7755,F,0.6,,0.17,1.088,,0.2475,0.31,10.0
7756,F,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,9.0
7757,F,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,10.0
7758,M,0.625,0.48,0.16,1.1415,0.5795,0.2145,,9.0
7759,,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10.0
7760,F,,0.5,0.175,1.273,0.564,,,9.0
7761,M,,0.49,0.165,1.1835,0.517,0.2375,0.39,11.0
7762,M,,0.485,0.16,1.2135,0.631,0.2235,0.302,9.0
7763,I,,0.465,0.15,1.0315,0.4265,0.24,0.325,11.0
7764,M,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,
7765,M,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12.0
7766,M,0.65,0.515,,1.463,0.658,0.3135,,11.0
7767,F,0.65,0.52,,1.6275,0.689,0.3905,0.432,11.0
7768,F,0.65,0.475,0.165,1.3875,0.58,0.3485,,9.0
7769,M,0.655,0.525,0.16,1.46,0.686,0.311,,11.0
7770,F,0.655,,,1.2835,0.583,0.1255,0.4,8.0
7771,F,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12.0
7772,M,0.66,0.515,,1.6465,0.749,0.422,0.401,11.0
7773,,0.675,,0.145,,0.6025,0.299,0.325,10.0
7774,M,0.685,,0.17,1.56,0.647,0.383,,11.0
7775,M,0.715,0.52,0.18,1.6,0.708,0.3525,,12.0
7776,M,0.735,0.555,0.22,,1.2395,0.3645,0.6195,12.0
7777,I,0.175,0.125,0.04,0.028,0.0095,,0.009,4.0
7778,I,0.37,,,0.226,0.1135,0.0515,0.0675,
7779,I,0.395,,0.09,0.2855,,,0.077,5.0
7780,,,,0.11,0.325,,0.0755,0.1025,7.0
7781,I,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,8.0
7782,I,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,
7783,F,0.51,0.375,0.11,,,0.118,0.148,7.0
7784,,0.515,0.39,,0.678,0.341,0.1325,,8.0
7785,M,0.545,0.43,,0.8035,,,0.228,7.0
7786,,,0.405,0.12,,0.4585,0.196,0.2065,9.0
7787,M,,0.45,0.16,0.8675,0.3935,,0.215,9.0
7788,F,,0.465,0.17,,0.4635,0.24,0.27,10.0
7789,M,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,10.0
7790,F,0.61,0.49,0.17,,0.7045,,0.3045,
7791,M,0.615,0.475,0.155,1.0735,0.4375,,0.31,11.0
7792,M,,,,1.4335,0.7315,0.305,0.3285,9.0
7793,M,0.615,0.495,0.2,1.304,0.5795,,0.371,14.0
7794,M,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,
7795,M,0.63,0.515,,1.385,0.6355,0.2955,0.38,11.0
7796,F,,,0.17,1.12,0.4955,0.2645,0.32,12.0
7797,F,0.64,,,1.2645,0.565,0.3375,0.315,9.0
7798,,,,0.17,1.275,0.583,,0.333,8.0
7799,M,0.655,0.505,0.165,1.27,0.6035,,0.335,10.0
7800,M,0.66,,0.175,1.583,0.7395,0.3505,0.405,10.0
7801,F,0.665,0.5,0.175,,0.643,0.345,,9.0
7802,F,,0.525,,1.42,0.573,0.368,0.3905,10.0
7803,M,,0.53,0.19,,0.678,0.331,0.48,10.0
7804,M,,0.525,0.2,1.89,0.95,,0.4305,10.0
7805,F,0.735,,0.225,2.037,0.87,,,13.0
7806,I,0.27,0.205,0.05,0.084,,0.0185,,6.0
7807,I,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7.0
7808,I,0.295,0.22,0.085,0.1285,,0.027,0.0365,5.0
7809,I,0.3,0.225,0.075,,0.057,,,5.0
7810,I,0.3,0.22,0.065,0.1195,,0.0155,0.035,5.0
7811,I,0.36,0.265,0.085,0.1895,0.0725,,0.055,6.0
7812,I,0.37,0.275,0.095,,0.1015,0.055,0.0825,6.0
7813,I,0.39,0.29,0.09,0.2745,0.135,0.0455,,
7814,I,0.435,0.325,0.1,,,0.0835,0.105,6.0
7815,I,,0.34,0.105,,0.123,0.081,0.125,
7816,I,0.44,0.32,0.095,0.3275,0.1495,0.059,,8.0
7817,I,0.445,0.345,0.12,0.4035,0.169,0.0825,0.13,7.0
7818,I,,0.37,,,0.1515,,0.1455,
7819,,,,0.12,0.4975,0.2375,0.099,0.14,8.0
7820,,0.47,,0.12,0.3685,0.1525,0.0615,0.125,8.0
7821,I,0.475,0.365,0.105,,0.1645,0.099,0.127,
7822,I,0.475,0.335,0.1,0.4425,,,0.135,
7823,I,0.475,0.35,0.125,0.4225,0.1905,0.079,,9.0
7824,I,0.485,0.365,0.125,,0.163,,0.151,8.0
7825,,,0.39,0.12,0.511,0.2205,0.103,0.1745,
7826,I,0.515,0.405,0.13,0.573,0.213,0.134,0.195,9.0
7827,I,0.52,0.415,0.14,0.6385,0.2945,0.1405,,8.0
7828,I,0.525,,0.125,0.657,0.2985,0.1505,0.168,10.0
7829,F,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10.0
7830,I,0.53,,0.13,,0.3905,0.2005,0.215,9.0
7831,I,,,0.14,0.6765,0.256,0.1855,0.208,9.0
7832,M,0.53,0.41,0.125,0.769,0.346,0.173,0.215,
7833,I,0.53,0.395,,0.6235,0.2975,0.108,0.195,11.0
7834,M,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,
7835,,0.535,0.45,0.155,0.8075,,,0.2595,10.0
7836,M,0.545,0.41,0.14,,0.349,0.15,0.212,9.0
7837,,0.545,0.41,,0.654,,,0.205,10.0
7838,I,0.55,0.415,0.15,0.7915,,,0.236,10.0
7839,I,0.55,0.45,,0.753,0.3445,0.1325,0.24,8.0
7840,,0.55,,0.135,0.717,,0.1495,,
7841,I,,,0.15,0.783,0.345,0.1755,,9.0
7842,I,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9.0
7843,I,,0.44,,0.983,,0.215,0.239,
7844,F,,,0.155,1.034,0.437,,0.32,
7845,,,0.465,0.145,0.9855,0.4325,0.2145,0.2845,
